Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS - Register,Chrome 93.0.4577.82,,,2021-09-29 01:02:43,2021-09-29 01:04:01,1m - 18.134s,PASSED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 01:02:45,2021-09-29 01:03:11,26.116s,PASSED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 01:02:46,2021-09-29 01:02:55,9.288s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 01:02:55,2021-09-29 01:02:56,0.345s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:02:56,2021-09-29 01:02:57,1.434s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 01:02:57,2021-09-29 01:02:58,0.509s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 01:02:58,2021-09-29 01:02:58,0.393s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 01:02:58,2021-09-29 01:02:58,0.371s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 01:02:58,2021-09-29 01:02:59,0.332s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 01:02:59,2021-09-29 01:02:59,0.309s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/input__select2-search__field""))",Chrome 93.0.4577.82,,,2021-09-29 01:02:59,2021-09-29 01:03:03,4.189s,PASSED
"if (AccountType == ""Customer"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:03,2021-09-29 01:03:04,0.530s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/button_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:04,2021-09-29 01:03:05,1.231s,PASSED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 01:03:11,2021-09-29 01:03:36,24.601s,PASSED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 01:03:11,2021-09-29 01:03:22,10.423s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 01:03:22,2021-09-29 01:03:22,0.293s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:03:22,2021-09-29 01:03:24,1.403s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 01:03:24,2021-09-29 01:03:24,0.420s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 01:03:24,2021-09-29 01:03:24,0.386s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 01:03:24,2021-09-29 01:03:25,0.504s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 01:03:25,2021-09-29 01:03:25,0.375s,PASSED
