Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS - Register,Chrome 93.0.4577.82,,,2021-09-29 00:27:29,2021-09-29 00:28:23,53.811s,FAILED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 00:27:31,2021-09-29 00:27:53,21.753s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 00:27:32,2021-09-29 00:27:41,9.348s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 00:27:41,2021-09-29 00:27:42,0.361s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 00:27:42,2021-09-29 00:27:43,1.447s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 00:27:43,2021-09-29 00:27:44,0.460s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 00:27:44,2021-09-29 00:27:44,0.378s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 00:27:44,2021-09-29 00:27:44,0.328s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 00:27:44,2021-09-29 00:27:45,0.398s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 00:27:45,2021-09-29 00:27:45,0.293s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""))",Chrome 93.0.4577.82,,,2021-09-29 00:27:45,2021-09-29 00:27:46,1.544s,FAILED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 00:27:53,2021-09-29 00:28:03,9.685s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 00:27:53,2021-09-29 00:27:58,4.590s,FAILED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 00:28:03,2021-09-29 00:28:23,20.141s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 00:28:03,2021-09-29 00:28:12,8.718s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 00:28:12,2021-09-29 00:28:12,0.250s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 00:28:12,2021-09-29 00:28:13,1.242s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 00:28:13,2021-09-29 00:28:13,0.369s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 00:28:13,2021-09-29 00:28:14,0.300s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 00:28:14,2021-09-29 00:28:14,0.301s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 00:28:14,2021-09-29 00:28:14,0.333s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 00:28:14,2021-09-29 00:28:15,0.367s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""))",Chrome 93.0.4577.82,,,2021-09-29 00:28:15,2021-09-29 00:28:16,1.615s,FAILED
