Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS - Register,Edge Chromium 94,,,2021-09-29 07:40:24,2021-09-29 07:41:03,39.035s,FAILED
,,,,,,,
Test Cases/TC - Register,Edge Chromium 94,,,2021-09-29 07:40:24,2021-09-29 07:40:37,13.410s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Edge Chromium 94,,,2021-09-29 07:40:25,2021-09-29 07:40:34,9.328s,PASSED
maximizeWindow(),Edge Chromium 94,,,2021-09-29 07:40:34,2021-09-29 07:40:34,0.162s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Edge Chromium 94,,,2021-09-29 07:40:34,2021-09-29 07:40:35,0.757s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Edge Chromium 94,,,2021-09-29 07:40:35,2021-09-29 07:40:35,0.315s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Edge Chromium 94,,,2021-09-29 07:40:35,2021-09-29 07:40:35,0.247s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Edge Chromium 94,,,2021-09-29 07:40:35,2021-09-29 07:40:36,0.211s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Edge Chromium 94,,,2021-09-29 07:40:36,2021-09-29 07:40:36,0.246s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Edge Chromium 94,,,2021-09-29 07:40:36,2021-09-29 07:40:36,0.229s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""), STOP_ON_FAILURE)",Edge Chromium 94,,,2021-09-29 07:40:36,2021-09-29 07:40:37,1.278s,FAILED
,,,,,,,
Test Cases/TC - Register,Edge Chromium 94,,,2021-09-29 07:40:37,2021-09-29 07:40:48,10.978s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Edge Chromium 94,,,2021-09-29 07:40:37,2021-09-29 07:40:45,7.815s,PASSED
maximizeWindow(),Edge Chromium 94,,,2021-09-29 07:40:45,2021-09-29 07:40:45,0.030s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Edge Chromium 94,,,2021-09-29 07:40:45,2021-09-29 07:40:46,0.604s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Edge Chromium 94,,,2021-09-29 07:40:46,2021-09-29 07:40:46,0.301s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Edge Chromium 94,,,2021-09-29 07:40:46,2021-09-29 07:40:46,0.264s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Edge Chromium 94,,,2021-09-29 07:40:46,2021-09-29 07:40:47,0.209s,PASSED
