Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS - Register,Chrome 93.0.4577.82,,,2021-09-29 01:10:56,2021-09-29 01:12:03,1m - 6.037s,FAILED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 01:10:59,2021-09-29 01:11:21,22.504s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 01:10:59,2021-09-29 01:11:09,9.260s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 01:11:09,2021-09-29 01:11:09,0.277s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:11:09,2021-09-29 01:11:10,1.323s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 01:11:10,2021-09-29 01:11:11,0.546s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 01:11:11,2021-09-29 01:11:11,0.387s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 01:11:11,2021-09-29 01:11:12,0.424s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 01:11:12,2021-09-29 01:11:12,0.456s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 01:11:12,2021-09-29 01:11:12,0.301s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""))",Chrome 93.0.4577.82,,,2021-09-29 01:11:12,2021-09-29 01:11:14,1.463s,FAILED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 01:11:21,2021-09-29 01:11:43,21.631s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 01:11:21,2021-09-29 01:11:31,9.732s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 01:11:31,2021-09-29 01:11:31,0.350s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:11:31,2021-09-29 01:11:33,1.304s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 01:11:33,2021-09-29 01:11:33,0.360s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 01:11:33,2021-09-29 01:11:33,0.317s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 01:11:33,2021-09-29 01:11:34,0.427s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 01:11:34,2021-09-29 01:11:34,0.286s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 01:11:34,2021-09-29 01:11:34,0.323s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""))",Chrome 93.0.4577.82,,,2021-09-29 01:11:34,2021-09-29 01:11:36,2.066s,FAILED
,,,,,,,
Test Cases/TC - Register,Chrome 93.0.4577.82,,,2021-09-29 01:11:43,2021-09-29 01:12:03,19.674s,FAILED
"openBrowser(""https://www.phptravels.net/"")",Chrome 93.0.4577.82,,,2021-09-29 01:11:43,2021-09-29 01:11:52,8.886s,PASSED
maximizeWindow(),Chrome 93.0.4577.82,,,2021-09-29 01:11:52,2021-09-29 01:11:52,0.307s,PASSED
"click(findTestObject(""Page_PHPTRAVEL - PHPTRAVEL/a_Signup""))",Chrome 93.0.4577.82,,,2021-09-29 01:11:52,2021-09-29 01:11:53,1.074s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_First Name_first_name""), Firstname)",Chrome 93.0.4577.82,,,2021-09-29 01:11:53,2021-09-29 01:11:53,0.331s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Last Name_last_name""), Lastname)",Chrome 93.0.4577.82,,,2021-09-29 01:11:54,2021-09-29 01:11:54,0.320s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Phone_phone""), Phone)",Chrome 93.0.4577.82,,,2021-09-29 01:11:54,2021-09-29 01:11:54,0.312s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Email_email""), Email)",Chrome 93.0.4577.82,,,2021-09-29 01:11:54,2021-09-29 01:11:54,0.343s,PASSED
"setText(findTestObject(""Page_Signup - PHPTRAVEL/input_Password_password""), Password)",Chrome 93.0.4577.82,,,2021-09-29 01:11:54,2021-09-29 01:11:55,0.310s,PASSED
"click(findTestObject(""Page_Signup - PHPTRAVEL/b""))",Chrome 93.0.4577.82,,,2021-09-29 01:11:55,2021-09-29 01:11:56,1.420s,FAILED
